city,product_type,status,request_time,begin_trip_time,begintrip_lat,begintrip_lng,begintrip_address,dropoff_time,dropoff_lat,dropoff_lng,dropoff_address,distance,fare_currency,fare_amount
New York,UberSelect,completed,2019-09-26 18:13:00,2019-09-26 18:25:00,40.7527,-73.9772,Grand Central Terminal,2019-09-26 19:21:00,40.7587,-73.9787,Rockefeller Center,5.41,USD,14.82
Delhi,UberSelect,completed,2019-11-13 18:09:00,2019-11-13 18:33:00,28.6127,77.2773,Akshardham Temple,2019-11-13 19:05:00,28.5494,77.2001,Hauz Khas Village,8.4,INR,312.0
Manchester,UberXL,completed,2019-05-09 14:02:00,2019-05-09 14:21:00,53.4631,-2.2913,Old Trafford,2019-05-09 14:52:00,53.4856,-2.2449,Manchester Cathedral,16.36,GBP,45.9
London,UberBlack,completed,2019-01-20 13:15:00,2019-01-20 13:36:00,51.5014,-0.1419,Buckingham Palace,2019-01-20 13:42:00,51.5308,-0.1238,King's Cross Station,10.84,GBP,32.1
Los Angeles,UberX,completed,2019-07-14 22:58:00,2019-07-14 23:04:00,34.0094,-118.4973,Santa Monica Pier,2019-07-14 23:12:00,34.1341,-118.3215,Hollywood Sign,19.35,USD,42.7
Los Angeles,UberPool,completed,2019-11-21 02:35:00,2019-11-21 02:58:00,34.043,-118.2673,Crypto.com Arena,2019-11-21 03:55:00,33.9416,-118.4085,LAX – Terminal 4,7.21,USD,18.42
San Francisco,UberSUV,completed,2019-05-11 14:04:00,2019-05-11 14:20:00,37.8058,-122.4228,Ghirardelli Square,2019-05-11 14:44:00,37.784,-122.4075,Cable Car Turnaround (Powell & Market),7.34,USD,18.68
San Francisco,UberSelect,rider_canceled,2019-01-12 14:02:00,2019-01-12 14:21:00,37.808,-122.4177,Fisherman's Wharf,2019-01-12 15:05:00,37.7596,-122.4269,Mission Dolores Park,18.26,USD,37.04
Bangalore,UberPet,completed,2019-08-14 11:59:00,2019-08-14 12:20:00,12.9758,77.6047,MG Road Metro Station,2019-08-14 13:15:00,12.8443,77.6637,Electronic City Phase 1,18.05,INR,601.5
San Francisco,UberPool,completed,2019-03-04 22:23:00,2019-03-04 22:41:00,37.7648,-122.4223,Clarion Alley (Mission District),2019-03-04 22:47:00,37.7764,-122.4346,Painted Ladies (Alamo Square),14.71,USD,33.42
Delhi,UberX,completed,2019-12-12 11:52:00,2019-12-12 11:55:00,28.5245,77.1855,Qutub Minar,2019-12-12 12:23:00,28.6315,77.2167,Connaught Place (CP),2.62,INR,138.6
Los Angeles,UberSUV,completed,2019-07-13 19:15:00,2019-07-13 19:27:00,33.9416,-118.4085,LAX – Terminal 4,2019-07-13 19:51:00,34.1341,-118.3215,Hollywood Sign,17.28,USD,38.56
Los Angeles,UberSUV,rider_canceled,2019-05-01 11:39:00,2019-05-01 11:58:00,34.1341,-118.3215,Hollywood Sign,2019-05-01 12:05:00,34.043,-118.2673,Crypto.com Arena,8.7,USD,20.79
San Francisco,UberX,driver_canceled,2019-05-27 09:08:00,2019-05-27 09:30:00,37.7561,-122.473,16th Avenue Tiled Steps,2019-05-27 10:29:00,37.7989,-122.4662,The Presidio,12.18,USD,26.71
San Francisco,UberSelect,rider_canceled,2019-01-19 05:31:00,2019-01-19 05:54:00,37.7802,-122.513,Sutro Baths,2019-01-19 06:46:00,37.8008,-122.4098,North Beach (Little Italy),2.23,USD,9.79
San Francisco,UberPet,completed,2019-09-07 08:42:00,2019-09-07 08:56:00,37.7699,-122.4661,California Academy of Sciences,2019-09-07 09:15:00,37.7701,-122.4701,Japanese Tea Garden,16.13,USD,36.26
New York,UberPet,completed,2019-04-01 01:12:00,2019-04-01 01:40:00,40.7061,-73.9969,Brooklyn Bridge (Manhattan side),2019-04-01 01:52:00,40.7484,-73.9857,Empire State Building,5.1,USD,14.2
San Francisco,UberComfort,completed,2019-04-02 20:08:00,2019-04-02 20:17:00,37.7561,-122.473,16th Avenue Tiled Steps,2019-04-02 20:27:00,37.8021,-122.4188,Lombard Street,2.62,USD,9.24
Los Angeles,UberComfort,completed,2019-09-27 09:57:00,2019-09-27 10:02:00,34.0718,-118.3571,The Grove,2019-09-27 11:01:00,34.1341,-118.3215,Hollywood Sign,4.64,USD,13.28
San Francisco,UberX,rider_canceled,2019-09-01 12:38:00,2019-09-01 12:43:00,37.7561,-122.473,16th Avenue Tiled Steps,2019-09-01 13:28:00,37.8086,-122.4316,Wave Organ,5.67,USD,15.64
London,UberX,completed,2019-03-06 08:15:00,2019-03-06 08:43:00,51.5136,-0.159,Hyde Park - Speaker's Corner,2019-03-06 08:58:00,51.5194,-0.127,British Museum,18.24,GBP,50.6
San Francisco,UberSelect,unfulfilled,2019-03-04 05:34:00,2019-03-04 05:55:00,37.784,-122.4075,Cable Car Turnaround (Powell & Market),2019-03-04 06:19:00,37.7955,-122.3937,Ferry Building Marketplace,17.9,USD,36.43
San Francisco,UberComfort,rider_canceled,2019-11-16 18:40:00,2019-11-16 19:05:00,37.7701,-122.4701,Japanese Tea Garden,2019-11-16 19:31:00,37.7694,-122.4862,Golden Gate Park,9.19,USD,21.62
New York,UberX,completed,2019-12-24 10:51:00,2019-12-24 11:08:00,40.7506,-73.9935,Penn Station,2019-12-24 11:51:00,40.758,-73.9855,Times Square,7.04,USD,18.08
San Francisco,UberX,completed,2019-04-04 20:01:00,2019-04-04 20:03:00,37.7989,-122.4662,The Presidio,2019-04-04 20:19:00,37.8024,-122.4483,Palace of Fine Arts,11.77,USD,27.54
San Francisco,UberPool,completed,2019-10-12 11:44:00,2019-10-12 11:49:00,37.7701,-122.4701,Japanese Tea Garden,2019-10-12 12:40:00,37.8058,-122.4228,Ghirardelli Square,16.36,USD,36.72
Delhi,UberBlack,completed,2019-03-06 16:33:00,2019-03-06 16:40:00,28.6562,77.241,Red Fort (Lal Qila),2019-03-06 17:28:00,28.6315,77.2167,Connaught Place (CP),2.24,INR,127.2
San Francisco,UberPool,rider_canceled,2019-09-05 11:49:00,2019-09-05 12:06:00,37.7715,-122.4687,de Young Museum,2019-09-05 12:51:00,37.788,-122.4075,Union Square,15.37,USD,32.13
San Francisco,UberSelect,completed,2019-11-07 03:52:00,2019-11-07 04:04:00,37.788,-122.4075,Union Square,2019-11-07 04:29:00,37.8086,-122.4316,Wave Organ,15.09,USD,34.18
Bangalore,UberBlack,unfulfilled,2019-06-20 16:24:00,2019-06-20 16:28:00,13.0034,77.589,Bangalore Palace,2019-06-20 16:33:00,12.9763,77.5929,Cubbon Park,8.85,INR,21.04
San Francisco,UberComfort,rider_canceled,2019-06-14 06:33:00,2019-06-14 06:38:00,37.788,-122.4075,Union Square,2019-06-14 07:18:00,37.8339,-122.4993,Hawk Hill Park,15.79,USD,32.84
San Francisco,UberX,completed,2019-03-15 17:27:00,2019-03-15 17:34:00,37.8008,-122.4098,North Beach (Little Italy),2019-03-15 17:55:00,37.8339,-122.4993,Hawk Hill Park,7.76,USD,19.52
Los Angeles,UberPet,completed,2019-07-07 01:43:00,2019-07-07 02:13:00,33.9416,-118.4085,LAX – Terminal 4,2019-07-07 03:08:00,34.078,-118.4741,Getty Center,19.08,USD,42.16
San Francisco,UberSUV,rider_canceled,2019-08-21 07:32:00,2019-08-21 07:59:00,37.8008,-122.4098,North Beach (Little Italy),2019-08-21 08:14:00,37.7857,-122.4011,SFMOMA,9.69,USD,22.47
Mumbai,UberBlack,completed,2019-10-03 01:21:00,2019-10-03 01:26:00,18.9543,72.812,Marine Drive (Girgaum Chowpatty),2019-10-03 01:33:00,19.1076,72.8267,Juhu Beach,4.75,INR,202.5
San Francisco,UberBlack,completed,2019-06-20 22:05:00,2019-06-20 22:35:00,37.7596,-122.4269,Mission Dolores Park,2019-06-20 23:27:00,37.8024,-122.4058,Coit Tower,13.2,USD,30.4
San Francisco,UberSUV,completed,2019-04-18 20:18:00,2019-04-18 20:20:00,37.8008,-122.4098,North Beach (Little Italy),2019-04-18 21:15:00,37.788,-122.4075,Union Square,8.57,USD,21.14
New York,UberXL,completed,2019-01-13 00:06:00,2019-01-13 00:32:00,40.7484,-73.9857,Empire State Building,2019-01-13 01:28:00,40.758,-73.9855,Times Square,7.15,USD,18.3
Singapore,UberPool,completed,2019-01-12 02:04:00,2019-01-12 02:18:00,1.3564,103.9885,Changi Airport T3,2019-01-12 02:24:00,1.2494,103.8303,Sentosa Beach Station,11.09,SGD,23.56
Los Angeles,UberSUV,unfulfilled,2019-06-15 18:06:00,2019-06-15 18:14:00,34.1184,-118.3004,Griffith Observatory,2019-06-15 19:07:00,33.9416,-118.4085,LAX – Terminal 4,18.71,USD,37.81
San Francisco,UberSelect,completed,2019-08-15 09:12:00,2019-08-15 09:41:00,37.7544,-122.4477,Twin Peaks,2019-08-15 10:17:00,37.8058,-122.4228,Ghirardelli Square,10.33,USD,24.66
Singapore,UberX,completed,2019-12-08 13:25:00,2019-12-08 13:53:00,1.286833,103.854528,Merlion Park,2019-12-08 14:38:00,1.2992,103.8556,Bugis Junction,15.95,SGD,32.31
San Francisco,UberPet,unfulfilled,2019-08-03 18:35:00,2019-08-03 18:56:00,37.7699,-122.4661,California Academy of Sciences,2019-08-03 19:33:00,37.7715,-122.4687,de Young Museum,7.71,USD,19.11
Delhi,UberPet,rider_canceled,2019-01-28 03:54:00,2019-01-28 04:09:00,28.6562,77.241,Red Fort (Lal Qila),2019-01-28 04:51:00,28.6315,77.2167,Connaught Place (CP),14.91,INR,31.35
San Francisco,UberX,rider_canceled,2019-03-09 15:58:00,2019-03-09 16:01:00,37.7802,-122.416,Asian Art Museum,2019-03-09 16:43:00,37.7648,-122.4223,Clarion Alley (Mission District),7.58,USD,18.89
Manchester,UberXL,completed,2019-03-04 06:29:00,2019-03-04 06:34:00,53.4774,-2.2303,Manchester Piccadilly,2019-03-04 07:31:00,53.4631,-2.2913,Old Trafford,3.2,GBP,13.0
Singapore,UberSelect,completed,2019-11-10 11:46:00,2019-11-10 12:05:00,1.2906,103.8465,Clarke Quay,2019-11-10 13:00:00,1.2992,103.8556,Bugis Junction,10.29,SGD,22.12
Delhi,UberBlack,completed,2019-12-13 20:14:00,2019-12-13 20:16:00,28.6315,77.2167,Connaught Place (CP),2019-12-13 20:42:00,28.6127,77.2773,Akshardham Temple,15.36,INR,520.8
Bangalore,UberSUV,completed,2019-10-10 14:04:00,2019-10-10 14:09:00,12.9779,77.5725,Kempegowda Bus Station (Majestic),2019-10-10 14:39:00,12.9758,77.6047,MG Road Metro Station,4.33,INR,189.9
San Francisco,UberPet,completed,2019-03-25 04:24:00,2019-03-25 04:42:00,37.7726,-122.4604,Conservatory of Flowers,2019-03-25 05:20:00,37.7857,-122.4011,SFMOMA,15.13,USD,34.26
Los Angeles,UberSelect,completed,2019-10-08 15:40:00,2019-10-08 15:58:00,34.1341,-118.3215,Hollywood Sign,2019-10-08 16:36:00,34.0094,-118.4973,Santa Monica Pier,17.95,USD,39.9
San Francisco,UberPet,rider_canceled,2019-02-22 02:01:00,2019-02-22 02:16:00,37.81972,-122.47861,Golden Gate Bridge,2019-02-22 02:54:00,37.8086,-122.4316,Wave Organ,14.48,USD,30.62
San Francisco,UberPool,completed,2019-01-05 13:02:00,2019-01-05 13:22:00,37.7802,-122.512,Land's End Lookout,2019-01-05 13:34:00,37.8086,-122.4316,Wave Organ,16.55,USD,37.1
Sydney,UberSelect,rider_canceled,2019-07-13 10:20:00,2019-07-13 10:38:00,-33.8908,151.2743,Bondi Beach,2019-07-13 11:10:00,-33.8523,151.2108,Sydney Harbour Bridge Pylon Lookout,16.18,AUD,33.51
New York,UberSUV,completed,2019-10-16 13:13:00,2019-10-16 13:19:00,40.758,-73.9855,Times Square,2019-10-16 13:33:00,40.7506,-73.9935,Penn Station,13.64,USD,31.28
Manchester,UberXL,completed,2019-08-07 02:26:00,2019-08-07 02:32:00,53.4774,-2.2303,Manchester Piccadilly,2019-08-07 02:47:00,53.4631,-2.2913,Old Trafford,3.05,GBP,12.62
New York,UberSelect,completed,2019-08-17 01:12:00,2019-08-17 01:18:00,40.774,-73.97,Central Park - Bethesda Terrace,2019-08-17 01:42:00,40.7061,-73.9969,Brooklyn Bridge (Manhattan side),7.74,USD,19.48
San Francisco,UberPet,unfulfilled,2019-05-21 20:07:00,2019-05-21 20:25:00,37.7596,-122.4269,Mission Dolores Park,2019-05-21 20:36:00,37.7715,-122.4687,de Young Museum,7.06,USD,18.0
San Francisco,UberXL,unfulfilled,2019-02-10 11:01:00,2019-02-10 11:18:00,37.7694,-122.4862,Golden Gate Park,2019-02-10 11:37:00,37.7802,-122.512,Land's End Lookout,11.03,USD,24.75
San Francisco,UberX,rider_canceled,2019-12-11 13:39:00,2019-12-11 14:01:00,37.8008,-122.4098,North Beach (Little Italy),2019-12-11 14:25:00,37.8024,-122.4483,Palace of Fine Arts,8.41,USD,20.3
Los Angeles,UberSUV,unfulfilled,2019-02-09 23:34:00,2019-02-10 00:02:00,34.078,-118.4741,Getty Center,2019-02-10 00:11:00,34.0562,-118.2365,Union Station,4.38,USD,13.45
New York,UberPool,rider_canceled,2019-05-26 01:30:00,2019-05-26 01:41:00,40.774,-73.97,Central Park - Bethesda Terrace,2019-05-26 02:38:00,40.7506,-73.9935,Penn Station,13.33,USD,28.66
New York,UberBlack,completed,2019-06-20 16:59:00,2019-06-20 17:09:00,40.7506,-73.9935,Penn Station,2019-06-20 17:41:00,40.7587,-73.9787,Rockefeller Center,2.89,USD,9.78
London,UberPet,completed,2019-08-03 11:43:00,2019-08-03 11:48:00,51.5054,-0.0235,Canary Wharf Station,2019-08-03 12:07:00,51.5194,-0.127,British Museum,5.61,GBP,19.02
San Francisco,UberXL,completed,2019-06-18 22:40:00,2019-06-18 23:09:00,37.7955,-122.3937,Ferry Building Marketplace,2019-06-18 23:52:00,37.8024,-122.4058,Coit Tower,15.53,USD,35.06
San Francisco,UberPet,rider_canceled,2019-12-22 19:19:00,2019-12-22 19:46:00,37.7955,-122.3937,Ferry Building Marketplace,2019-12-22 20:34:00,37.8014,-122.3977,Exploratorium (Pier 15),2.95,USD,11.02
London,UberXL,completed,2019-06-06 00:00:00,2019-06-06 00:29:00,51.5194,-0.127,British Museum,2019-06-06 01:12:00,51.5308,-0.1238,King's Cross Station,2.47,GBP,11.18
Manchester,UberSelect,completed,2019-04-17 13:54:00,2019-04-17 14:07:00,53.4831,-2.2004,Etihad Stadium,2019-04-17 14:45:00,53.4856,-2.2449,Manchester Cathedral,6.76,GBP,21.9
Delhi,UberPet,rider_canceled,2019-07-18 06:53:00,2019-07-18 07:01:00,28.5245,77.1855,Qutub Minar,2019-07-18 07:52:00,28.6127,77.2773,Akshardham Temple,8.62,INR,20.65
Bangalore,UberXL,completed,2019-07-26 16:27:00,2019-07-26 16:52:00,13.0465,77.6216,Manyata Tech Park,2019-07-26 17:39:00,12.9779,77.5725,Kempegowda Bus Station (Majestic),6.46,INR,253.8
Los Angeles,UberSelect,driver_canceled,2019-04-02 03:46:00,2019-04-02 03:53:00,34.0718,-118.3571,The Grove,2019-04-02 04:26:00,34.0094,-118.4973,Santa Monica Pier,7.21,USD,18.26
Manchester,UberBlack,completed,2019-10-14 16:59:00,2019-10-14 17:26:00,53.477,-2.2524,Science and Industry Museum,2019-10-14 17:37:00,53.4831,-2.2004,Etihad Stadium,9.84,GBP,29.6
San Francisco,UberSelect,driver_canceled,2019-05-24 04:04:00,2019-05-24 04:16:00,37.8024,-122.4483,Palace of Fine Arts,2019-05-24 04:29:00,37.7857,-122.4011,SFMOMA,7.12,USD,18.1
London,UberComfort,completed,2019-07-22 02:35:00,2019-07-22 02:43:00,51.50806,-0.07611,Tower of London,2019-07-22 03:23:00,51.5007,-0.1246,Big Ben (Elizabeth Tower),3.53,GBP,13.82
San Francisco,UberX,completed,2019-11-25 08:25:00,2019-11-25 08:32:00,37.7802,-122.512,Land's End Lookout,2019-11-25 09:27:00,37.8087,-122.4098,Pier 39,13.42,USD,30.84
San Francisco,UberSUV,completed,2019-07-14 02:50:00,2019-07-14 03:18:00,37.808,-122.4177,Fisherman's Wharf,2019-07-14 04:02:00,37.81972,-122.47861,Golden Gate Bridge,13.23,USD,30.46
Manchester,UberPet,completed,2019-02-20 02:53:00,2019-02-20 03:11:00,53.47944,-2.245,Manchester Town Hall (Albert Sq),2019-02-20 03:58:00,53.4856,-2.2449,Manchester Cathedral,10.47,GBP,31.18
San Francisco,UberXL,completed,2019-10-22 14:11:00,2019-10-22 14:28:00,37.7715,-122.4687,de Young Museum,2019-10-22 14:54:00,37.7802,-122.513,Sutro Baths,7.88,USD,19.76
San Francisco,UberSUV,completed,2019-02-12 11:30:00,2019-02-12 11:40:00,37.8339,-122.4993,Hawk Hill Park,2019-02-12 11:54:00,37.8087,-122.4098,Pier 39,19.97,USD,43.94
Los Angeles,UberSelect,completed,2019-04-07 23:29:00,2019-04-07 23:39:00,34.078,-118.4741,Getty Center,2019-04-07 23:53:00,34.0094,-118.4973,Santa Monica Pier,18.3,USD,40.6
Singapore,UberSelect,completed,2019-11-04 00:33:00,2019-11-04 01:01:00,1.2494,103.8303,Sentosa Beach Station,2019-11-04 01:25:00,1.2816,103.8636,Gardens by the Bay,4.9,SGD,12.42
San Francisco,UberX,completed,2019-08-15 17:21:00,2019-08-15 17:43:00,37.7802,-122.416,Asian Art Museum,2019-08-15 18:02:00,37.7802,-122.512,Land's End Lookout,9.0,USD,22.0
San Francisco,UberPet,driver_canceled,2019-09-17 07:04:00,2019-09-17 07:16:00,37.7857,-122.4011,SFMOMA,2019-09-17 07:37:00,37.8008,-122.4098,North Beach (Little Italy),11.93,USD,26.28
Mumbai,UberSelect,unfulfilled,2019-08-17 06:28:00,2019-08-17 06:56:00,18.9218,72.8347,Gateway of India,2019-08-17 07:39:00,19.0965,72.8745,Mumbai Airport T2,6.83,INR,17.61
San Francisco,UberXL,completed,2019-06-27 13:59:00,2019-06-27 14:25:00,37.8086,-122.4316,Wave Organ,2019-06-27 14:37:00,37.7544,-122.4477,Twin Peaks,13.28,USD,30.56
Los Angeles,UberX,completed,2019-02-21 05:01:00,2019-02-21 05:28:00,33.9416,-118.4085,LAX – Terminal 4,2019-02-21 06:13:00,34.078,-118.4741,Getty Center,11.54,USD,27.08
San Francisco,UberPool,completed,2019-05-23 20:49:00,2019-05-23 21:04:00,37.8086,-122.4316,Wave Organ,2019-05-23 21:14:00,37.7726,-122.4604,Conservatory of Flowers,3.48,USD,10.96
San Francisco,UberComfort,driver_canceled,2019-08-13 11:45:00,2019-08-13 11:55:00,37.784,-122.4075,Cable Car Turnaround (Powell & Market),2019-08-13 12:20:00,37.8024,-122.4058,Coit Tower,6.93,USD,17.78
Los Angeles,UberXL,completed,2019-05-12 05:54:00,2019-05-12 06:22:00,34.1184,-118.3004,Griffith Observatory,2019-05-12 06:37:00,34.0718,-118.3571,The Grove,9.15,USD,22.3
New York,UberSelect,completed,2019-08-02 07:29:00,2019-08-02 07:45:00,40.7506,-73.9935,Penn Station,2019-08-02 07:52:00,40.7127,-74.0134,One World Trade Center,3.06,USD,10.12
San Francisco,UberX,completed,2019-09-06 09:03:00,2019-09-06 09:15:00,37.7561,-122.473,16th Avenue Tiled Steps,2019-09-06 09:38:00,37.7989,-122.4662,The Presidio,11.18,USD,26.36
London,UberPool,rider_canceled,2019-08-07 21:25:00,2019-08-07 21:46:00,51.5194,-0.127,British Museum,2019-08-07 22:21:00,51.5007,-0.1246,Big Ben (Elizabeth Tower),16.3,GBP,33.71
Manchester,UberSUV,completed,2019-11-14 09:21:00,2019-11-14 09:29:00,53.4631,-2.2913,Old Trafford,2019-11-14 10:23:00,53.4856,-2.2449,Manchester Cathedral,17.35,GBP,48.38
San Francisco,UberBlack,unfulfilled,2019-03-26 22:53:00,2019-03-26 23:08:00,37.8339,-122.4993,Hawk Hill Park,2019-03-26 23:35:00,37.7764,-122.4346,Painted Ladies (Alamo Square),9.47,USD,22.1
Singapore,UberXL,rider_canceled,2019-04-22 02:38:00,2019-04-22 03:08:00,1.3048,103.8318,Orchard Road (ION Orchard),2019-04-22 04:03:00,1.2816,103.8636,Gardens by the Bay,9.38,SGD,21.95
San Francisco,UberBlack,completed,2019-05-24 10:55:00,2019-05-24 10:59:00,37.7764,-122.4346,Painted Ladies (Alamo Square),2019-05-24 11:58:00,37.8024,-122.4483,Palace of Fine Arts,3.88,USD,11.76
San Francisco,UberSelect,completed,2019-06-22 14:48:00,2019-06-22 14:56:00,37.7802,-122.416,Asian Art Museum,2019-06-22 15:51:00,37.8021,-122.4188,Lombard Street,5.53,USD,15.06
San Francisco,UberPet,driver_canceled,2019-04-07 13:14:00,2019-04-07 13:36:00,37.7764,-122.4346,Painted Ladies (Alamo Square),2019-04-07 14:15:00,37.7955,-122.3937,Ferry Building Marketplace,16.56,USD,34.15
Delhi,UberBlack,completed,2019-02-18 16:52:00,2019-02-18 17:22:00,28.6129,77.2295,India Gate,2019-02-18 17:44:00,28.5245,77.1855,Qutub Minar,12.97,INR,449.1
San Francisco,UberXL,completed,2019-03-03 04:12:00,2019-03-03 04:29:00,37.8058,-122.4228,Ghirardelli Square,2019-03-03 05:06:00,37.7802,-122.513,Sutro Baths,17.84,USD,39.68
Delhi,UberPet,completed,2019-02-13 12:12:00,2019-02-13 12:20:00,28.5562,77.1,IGI Airport T3,2019-02-13 13:14:00,28.6127,77.2773,Akshardham Temple,10.58,INR,377.4
Los Angeles,UberSelect,rider_canceled,2020-03-14 05:10:00,2020-03-14 05:40:00,33.9416,-118.4085,LAX – Terminal 4,2020-03-14 06:32:00,34.078,-118.4741,Getty Center,13.08,USD,30.04
Los Angeles,UberXL,rider_canceled,2020-11-25 06:50:00,2020-11-25 06:52:00,34.043,-118.2673,Crypto.com Arena,2020-11-25 07:42:00,34.0562,-118.2365,Union Station,12.29,USD,28.62
Delhi,UberSUV,rider_canceled,2020-06-10 09:40:00,2020-06-10 10:06:00,28.6129,77.2295,India Gate,2020-06-10 10:25:00,28.5245,77.1855,Qutub Minar,15.51,INR,34.42
San Francisco,UberSelect,completed,2020-05-14 14:27:00,2020-05-14 14:56:00,37.7715,-122.4687,de Young Museum,2020-05-14 15:43:00,37.7726,-122.4604,Conservatory of Flowers,17.05,USD,38.1
Manchester,UberSUV,completed,2020-06-10 12:55:00,2020-06-10 13:13:00,53.4687,-2.3476,The Trafford Centre,2020-06-10 14:02:00,53.4631,-2.2913,Old Trafford,6.56,GBP,21.4
San Francisco,UberXL,driver_canceled,2020-01-17 15:10:00,2020-01-17 15:18:00,37.7726,-122.4604,Conservatory of Flowers,2020-01-17 16:15:00,37.7699,-122.4661,California Academy of Sciences,19.53,USD,41.65
San Francisco,UberSelect,completed,2020-03-15 20:21:00,2020-03-15 20:38:00,37.8087,-122.4098,Pier 39,2020-03-15 21:23:00,37.7699,-122.4661,California Academy of Sciences,19.82,USD,43.64
London,UberX,completed,2020-09-15 07:45:00,2020-09-15 07:50:00,51.5194,-0.127,British Museum,2020-09-15 08:30:00,51.5014,-0.1419,Buckingham Palace,10.51,GBP,31.27
Manchester,UberSUV,completed,2020-03-02 03:40:00,2020-03-02 03:46:00,53.477,-2.2524,Science and Industry Museum,2020-03-02 03:57:00,53.4774,-2.2303,Manchester Piccadilly,11.97,GBP,34.92
London,UberBlack,completed,2020-04-11 07:23:00,2020-04-11 07:26:00,51.5033,-0.1194,London Eye,2020-04-11 07:45:00,51.5014,-0.1419,Buckingham Palace,5.87,GBP,19.68
San Francisco,UberPool,completed,2020-04-25 23:58:00,2020-04-26 00:27:00,37.7694,-122.4862,Golden Gate Park,2020-04-26 01:12:00,37.788,-122.4075,Union Square,7.24,USD,18.48
San Francisco,UberPet,driver_canceled,2020-05-25 21:23:00,2020-05-25 21:44:00,37.7701,-122.4701,Japanese Tea Garden,2020-05-25 22:30:00,37.8339,-122.4993,Hawk Hill Park,17.76,USD,38.47
San Francisco,UberBlack,completed,2020-09-09 17:17:00,2020-09-09 17:25:00,37.7901,-122.4058,Chinatown Dragon Gate,2020-09-09 17:36:00,37.7802,-122.512,Land's End Lookout,17.58,USD,39.16
Mumbai,UberX,completed,2020-10-12 13:32:00,2020-10-12 13:50:00,18.9543,72.812,Marine Drive (Girgaum Chowpatty),2020-10-12 14:12:00,19.0169,72.83,Siddhivinayak Temple,10.36,INR,370.8
Los Angeles,UberX,driver_canceled,2020-07-04 10:18:00,2020-07-04 10:41:00,34.0718,-118.3571,The Grove,2020-07-04 10:55:00,34.1184,-118.3004,Griffith Observatory,14.57,USD,32.73
San Francisco,UberPool,completed,2020-11-20 21:56:00,2020-11-20 22:03:00,37.808,-122.4177,Fisherman's Wharf,2020-11-20 22:37:00,37.7596,-122.4269,Mission Dolores Park,16.5,USD,37.0
Mumbai,UberSelect,completed,2020-11-02 03:04:00,2020-11-02 03:27:00,18.9543,72.812,Marine Drive (Girgaum Chowpatty),2020-11-02 03:56:00,19.0169,72.8258,Bandra–Worli Sea Link (Worli end),13.34,INR,460.2
Manchester,UberPet,completed,2020-11-17 03:13:00,2020-11-17 03:33:00,53.477,-2.2524,Science and Industry Museum,2020-11-17 03:53:00,53.4631,-2.2913,Old Trafford,15.91,GBP,44.77
Manchester,UberPet,completed,2020-11-09 23:16:00,2020-11-09 23:18:00,53.477,-2.2524,Science and Industry Museum,2020-11-09 23:41:00,53.4631,-2.2913,Old Trafford,16.06,GBP,45.15
San Francisco,UberSelect,completed,2020-01-17 16:59:00,2020-01-17 17:14:00,37.8024,-122.4058,Coit Tower,2020-01-17 17:23:00,37.7802,-122.416,Asian Art Museum,19.5,USD,43.0
San Francisco,UberXL,completed,2020-03-25 06:56:00,2020-03-25 07:21:00,37.7802,-122.416,Asian Art Museum,2020-03-25 07:32:00,37.7596,-122.4269,Mission Dolores Park,2.06,USD,8.12
Bangalore,UberPool,completed,2020-03-20 10:14:00,2020-03-20 10:39:00,12.9507,77.5848,Lalbagh Botanical Garden,2020-03-20 11:09:00,12.9779,77.5725,Kempegowda Bus Station (Majestic),4.39,INR,191.7
Manchester,UberSUV,rider_canceled,2020-08-13 09:19:00,2020-08-13 09:35:00,53.4831,-2.2004,Etihad Stadium,2020-08-13 10:03:00,53.4631,-2.2913,Old Trafford,15.08,GBP,33.64
London,UberBlack,completed,2020-04-09 07:43:00,2020-04-09 08:07:00,51.50806,-0.07611,Tower of London,2020-04-09 09:05:00,51.5014,-0.1419,Buckingham Palace,7.53,GBP,23.82
New York,UberPet,completed,2020-05-09 20:45:00,2020-05-09 20:47:00,40.7587,-73.9787,Rockefeller Center,2020-05-09 21:08:00,40.758,-73.9855,Times Square,4.37,USD,12.74
Manchester,UberBlack,completed,2020-01-16 07:18:00,2020-01-16 07:23:00,53.4856,-2.2449,Manchester Cathedral,2020-01-16 07:55:00,53.477,-2.2524,Science and Industry Museum,11.85,GBP,34.62
San Francisco,UberX,completed,2020-08-15 09:55:00,2020-08-15 10:15:00,37.7764,-122.4346,Painted Ladies (Alamo Square),2020-08-15 10:55:00,37.808,-122.4177,Fisherman's Wharf,12.83,USD,29.66
San Francisco,UberPool,completed,2020-06-03 05:22:00,2020-06-03 05:48:00,37.784,-122.4075,Cable Car Turnaround (Powell & Market),2020-06-03 06:03:00,37.788,-122.4075,Union Square,12.48,USD,28.96
Delhi,UberPool,completed,2020-10-26 03:00:00,2020-10-26 03:06:00,28.6127,77.2773,Akshardham Temple,2020-10-26 03:16:00,28.5245,77.1855,Qutub Minar,18.98,INR,629.4
San Francisco,UberPet,completed,2020-10-04 15:36:00,2020-10-04 15:54:00,37.8014,-122.3977,Exploratorium (Pier 15),2020-10-04 16:00:00,37.7802,-122.416,Asian Art Museum,19.6,USD,43.2
